id	qid	testSet	module	count	accuracy
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb31-l1.qa143	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb32-l1.qa147	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb34-l1.qa143	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb35-l1.qa144	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb36-l1.qa143	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb37-l1.qa143	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb38-l1.qa144	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb39-l1.qa145	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb40-l1.qa144	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb41-l1.qa146	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q.sbjb42-l1.qa146	VOLTAGE_ELECTRICAL_STATE_DISCUSS_Q	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj3-l1.qa165	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj7-l1.qa157	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj8-l1.qa185	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj8-l1.qa186	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	6	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj9-l1.qa158	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj11-l1.qa186	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	12	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj12-l1.qa155	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	11	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj13-l1.qa182	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	3	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj13-l1.qa183	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj14-l1.qa179	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj14-l1.qa180	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	6	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj15-l1.qa196	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj18-l1.qa158	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj19-l1.qa202	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj19-l1.qa203	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj19-l1.qa204	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj19-l1.qa205	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj24-l1.qa173	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj24-l1.qa174	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj24-l1.qa175	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj24-l1.qa176	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj31-l1.qa169	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj34-l1.qa156	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj35-l1.qa170	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj35-l1.qa171	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj36-l1.qa177	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj36-l1.qa178	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj37-l1.qa154	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj39-l1.qa183	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj39-l1.qa184	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj39-l1.qa185	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj39-l1.qa186	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj40-l1.qa183	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj40-l1.qa184	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj40-l1.qa185	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj46-l1.qa174	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj46-l1.qa176	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj47-l1.qa189	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbj48-l1.qa158	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbjb2-l1.qa147	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbjb4-l1.qa137	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbjb6-l1.qa139	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbjb7-l1.qa136	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbjb10-l1.qa136	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbjb11-l1.qa139	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbjb15-l1.qa138	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbjb16-l1.qa138	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbjb17-l1.qa140	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbjb18-l1.qa148	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbjb20-l1.qa148	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbjb21-l1.qa136	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbjb22-l1.qa147	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbjb25-l1.qa141	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbjb26-l1.qa137	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbjb27-l1.qa136	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbjb29-l1.qa140	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbjb30-l1.qa141	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbjb35-l1.qa137	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	incorrect
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbjb38-l1.qa137	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY2.sbjb41-l1.qa139	VOLTAGE_GAP_EXPLAIN_WHY2	unseen-questions	FaultFinding	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj3-l2.qa98	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj7-l2.qa101	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj8-l2.qa108	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj9-l2.qa103	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj10-l2.qa106	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj11-l2.qa104	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj11-l2.qa105	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj11-l2.qa106	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj12-l2.qa109	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj13-l2.qa112	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj14-l2.qa108	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj15-l2.qa128	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj18-l2.qa100	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	2	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj19-l2.qa125	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj22-l2.qa108	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	2	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj23-l2.qa106	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj24-l2.qa103	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj26-l2.qa112	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj26-l2.qa113	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj27-l2.qa112	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj27-l2.qa113	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	2	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj29-l2.qa112	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj30-l2.qa112	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj31-l2.qa114	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj33-l2.qa110	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj34-l2.qa114	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj35-l2.qa112	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj36-l2.qa104	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj37-l2.qa101	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj38-l2.qa104	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj39-l2.qa119	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj40-l2.qa113	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj40-l2.qa114	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj42-l2.qa105	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj43-l2.qa109	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj46-l2.qa119	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj47-l2.qa112	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbj48-l2.qa103	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb1-l2.qa93	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb2-l2.qa94	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb3-l2.qa96	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb4-l2.qa92	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb5-l2.qa92	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb6-l2.qa92	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb7-l2.qa93	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb9-l2.qa93	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb10-l2.qa92	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb11-l2.qa92	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb12-l2.qa92	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb13-l2.qa92	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb15-l2.qa93	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb16-l2.qa93	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb17-l2.qa94	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb18-l2.qa92	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb19-l2.qa92	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb20-l2.qa92	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb21-l2.qa92	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb22-l2.qa92	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb24-l2.qa96	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb25-l2.qa93	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb26-l2.qa92	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb27-l2.qa92	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb28-l2.qa92	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb29-l2.qa93	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb30-l2.qa92	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb31-l2.qa92	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb32-l2.qa92	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb34-l2.qa93	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb35-l2.qa94	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb36-l2.qa92	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q2.sbjb37-l2.qa93	HYBRID_BURNED_OUT_EXPLAIN_Q2	unseen-questions	SwitchesBulbsParallel	1	incorrect
